x,y,z
973,-55,-133
992,70,-133
973,-51,-109
1004,-82,-105
984,4,-125
1043,-70,-133
1004,-47,-141
1020,-51,-113
1039,82,-102
980,-59,-145
957,16,-86
1008,-55,-117
996,-70,-137
992,12,-129
992,-59,-90
973,-74,-113
1004,-55,-117
1039,66,-117
949,-82,-145
953,20,-109
1027,-59,-129
965,82,-137
1027,78,-94
1012,-39,-137
977,70,-145
1000,-70,-113
957,-59,-125
1000,16,-137
973,-59,-105
1023,-35,-113
977,8,-121
1055,-70,-137
1000,-63,-133
1016,-27,-117
1027,82,-105
973,-74,-141
961,20,-102
984,-51,-105
973,-63,-125
980,4,-133
996,-59,-98
938,-78,-90
1070,-82,-94
1039,70,-125
957,-82,-148
969,8,-102
1051,-74,-125
957,78,-145
1027,86,-94
1004,-35,-145
980,86,-148
996,-70,-113
945,-51,-129
1004,31,-125
941,-94,-105
973,31,-133
1055,16,-121
1023,-8,-168
961,59,-117
965,12,-94
953,66,-137
1086,55,-90
910,-4,-102
1035,86,-121
992,-105,-129
980,16,-141
1043,35,-102
973,78,-129
1020,55,-117
953,-102,-125
973,23,-133
1086,-43,-129
980,-117,-133
957,39,-125
1031,8,-102
988,66,-125
1004,70,-105
973,78,-141
1008,74,-94
992,-20,-141
996,27,-117
1027,-55,-113
965,-66,-133
1004,51,-94
1023,39,-113
977,74,-137
1012,82,-90
984,-55,-125
1000,-31,-145
1039,86,-105
957,70,-141
1086,74,-113
945,78,-148
984,20,-109
1027,23,-133
1016,74,-133
961,8,-121
961,55,-121
965,31,-109
945,66,-113
961,78,-137
992,78,-137
992,70,-94
934,82,-160
1031,121,-133
1004,-59,-141
988,16,-125
1035,-94,-102
934,39,-145
1051,16,-109
1012,-27,-164
984,43,-129
898,-4,-82
977,-31,-129
957,78,-125
953,74,-102
969,63,-117
1035,70,-105
1000,16,-145
1023,31,-105
949,70,-141
1020,59,-121
953,-121,-117
984,23,-137
1035,-27,-125
1012,-98,-137
961,35,-129
1035,12,-82
977,82,-145
988,94,-109
902,23,-148
1043,55,-82
941,-23,-148
969,-8,-109
1055,82,-94
980,-66,-133
957,63,-78
930,31,-145
984,82,-141
1027,82,-94
941,82,-129
1004,98,-141
980,0,-129
1012,20,-117
938,-113,-121
1055,-4,-105
980,27,-109
1008,31,-133
992,63,-121
922,0,-121
957,43,-121
977,-105,-109
926,35,-94
1035,12,-113
992,-94,-141
977,23,-133
1004,4,-90
953,74,-137
1012,-39,-117
965,-86,-125
984,70,-129
1023,-43,-102
1008,-86,-133
977,63,-141
1012,-27,-102
984,-105,-105
1043,-59,-137
1004,78,-105
965,-94,-148
984,8,-141
1000,-43,-78
980,-102,-125
969,16,-133
1043,-12,-105
926,-82,-117
953,-8,-125
1000,59,-109
965,-105,-141
898,43,-86
1004,-35,-105
992,-98,-145
980,27,-133
1004,4,-78
957,63,-137
1012,-43,-113
973,-94,-133
969,70,-121
1004,-55,-129
1000,-78,-133
984,70,-129
1000,-35,-109
1012,-98,-133
1047,-39,-133
1031,82,-105
961,-90,-148
1000,8,-137
1000,-55,-94
977,-98,-125
965,20,-125
1035,-35,-113
941,-90,-109
957,-27,-117
1020,63,-105
977,-98,-145
902,35,-82
1008,-47,-113
980,-94,-145
988,27,-133
992,-4,-86
984,51,-137
1031,86,-113
969,-78,-137
977,78,-125
977,-66,-121
1008,-59,-141
977,82,-125
1000,-47,-98
1020,-86,-133
1055,-35,-125
1020,86,-102
953,-86,-141
996,12,-133
1008,-47,-98
973,-98,-121
961,16,-129
1043,-43,-113
961,-90,-113
961,-55,-113
1012,66,-109
973,-98,-148
906,31,-82
1039,-59,-109
980,-90,-137
988,23,-129
988,-20,-90
980,55,-129
1027,90,-109
980,-66,-141
969,78,-121
980,-70,-113
1020,-51,-141
984,4,-125
996,-59,-102
1020,-70,-152
1043,4,-137
1004,-63,-90
953,-74,-137
992,12,-129
992,-43,-109
988,-94,-109
969,16,-125
1051,-55,-125
957,-74,-121
988,-63,-105
1016,78,-105
977,-90,-145
918,23,-78
1027,-59,-121
977,70,-137
1047,86,-113
965,-43,-125
977,70,-129
992,-63,-113
984,-55,-148
965,86,-117
961,-86,-109
1027,-20,-137
984,4,-133
996,-63,-102
1020,-63,-152
1023,27,-141
1004,-66,-105
957,-86,-133
988,8,-133
980,-47,-105
992,-98,-113
973,8,-113
1062,-59,-133
934,-74,-125
1020,-66,-78
1027,78,-102
980,-82,-152
938,20,-90
1020,-63,-121
973,66,-137
1055,90,-109
953,-20,-121
969,82,-133
1000,-74,-117
988,-51,-152
957,82,-125
965,-105,-102
1027,8,-141
1051,12,-133
984,0,-98
1039,55,-133
961,43,-141
957,70,-125
1031,-113,-121
961,4,-133
992,-39,-94
969,-121,-82
988,20,-148
957,47,-86
941,98,-129
1023,51,-133
973,-117,-141
957,59,-113
1070,-55,-109
980,-105,-133
969,23,-137
1016,0,-94
1012,70,-145
1027,86,-121
949,-90,-129
988,16,-125
969,-59,-105
941,4,-117
1047,82,-90
1023,-55,-164
1012,55,-129
1000,-4,-105
969,-59,-141
996,78,-141
961,-63,-82
988,-12,-137
992,12,-125
1004,-74,-113
961,-43,-133
1012,35,-129
1020,-47,-113
1000,-51,-148
953,20,-109
1031,-94,-98
1043,35,-160
1047,82,-129
984,-23,-137
984,51,-133
934,0,-121
938,66,-113
1074,66,-113
1000,-8,-141
1012,-27,-102
1043,82,-90
973,0,-145
1000,39,-105
953,59,-121
1020,51,-129
977,-121,-145
953,31,-109
1051,-31,-109
996,-102,-129
973,35,-121
1020,16,-82
965,82,-156
1035,82,-129
953,78,-117
1023,63,-102
973,-20,-141
973,27,-94
1012,-55,-105
1020,-74,-172
977,51,-133
957,43,-117
957,86,-129
988,70,-109
918,78,-86
973,82,-133
1000,8,-145
1031,31,-109
938,39,-117
988,55,-145
965,-125,-133
973,35,-133
1062,-12,-94
941,-12,-137
957,43,-129
1059,35,-98
1000,31,-133
1012,-8,-86
965,-117,-133
973,59,-137
996,59,-105
961,63,-133
1023,74,-125
980,-98,-145
953,70,-121
1027,-55,-113
1004,-82,-133
980,8,-137
1000,-31,-78
969,-105,-113
1039,-55,-156
1023,70,-105
965,-94,-145
980,20,-137
1059,-51,-129
957,-102,-133
965,16,-117
1016,-23,-102
992,-74,-141
945,0,-129
1031,-16,-90
1008,-105,-156
961,31,-121
938,8,-109
973,90,-129
1027,-59,-117
926,-74,-98
1016,63,-125
1020,-43,-117
984,-94,-145
953,16,-129
1008,-51,-105
1020,-90,-121
984,8,-148
1000,-47,-90
984,-90,-129
1055,-55,-152
1023,70,-117
965,-82,-133
984,16,-137
1059,-59,-125
961,-94,-137
965,16,-113
1023,-35,-98
988,-78,-137
965,-47,-121
1012,66,-98
1012,-98,-156
965,23,-129
953,-20,-90
957,86,-141
1047,74,-113
941,-63,-102
980,63,-133
1012,-55,-117
984,-78,-148
957,16,-125
977,-59,-109
1027,-55,-117
1000,4,-141
984,-59,-90
984,-74,-133
1074,-43,-113
1039,78,-105
965,-78,-141
992,8,-121
1035,-55,-129
961,-86,-137
977,16,-113
1008,-51,-102
984,-70,-137
988,-47,-117
1031,82,-98
1004,74,-156
1055,74,-109
984,23,-117
969,16,-121
977,-86,-121
887,51,-82
1059,-27,-102
1004,0,-121
996,16,-121
984,-90,-109
969,-4,-145
1000,35,-129
973,-105,-113
961,59,-125
1023,4,-105
992,-4,-137
988,66,-113
984,-98,-94
945,27,-148
957,12,-129
961,55,-125
1059,59,-133
926,-86,-121
957,20,-98
1039,12,-102
965,70,-141
1035,66,-86
949,8,-129
1035,82,-133
965,-59,-133
934,59,-121
1031,0,-137
953,82,-125
1039,78,-94
965,-23,-141
984,-31,-117
1051,90,-90
984,-23,-148
992,27,-125
949,-51,-94
957,-39,-137
996,23,-133
980,-78,-113
992,-4,-137
969,23,-137
992,-98,-133
973,74,-145
1059,16,-74
1055,-23,-109
1012,66,-137
965,-109,-117
980,-12,-129
1070,78,-129
965,-113,-129
980,4,-129
1051,27,-121
957,70,-141
1008,55,-105
945,-109,-137
996,27,-137
1016,-27,-86
980,-109,-113
957,39,-137
1070,8,-109
953,78,-137
980,78,-113
984,82,-156
1020,63,-90
961,-27,-145
996,-23,-109
1035,82,-117
957,-74,-133
988,63,-121
1000,43,-148
965,86,-133
1039,82,-105
965,-51,-141
1051,-55,-105
1051,86,-90
977,66,-152
1043,70,-109
922,78,-137
988,27,-117
984,39,-137
949,82,-82
922,-8,-137
992,35,-145
1051,31,-125
969,35,-121
1070,-8,-109
969,-102,-102
977,63,-133
1004,63,-109
957,-59,-156
977,23,-133
1016,-12,-78
980,74,-145
1000,39,-94
980,-86,-121
965,74,-117
1043,-59,-133
961,-74,-121
969,78,-109
1012,-47,-102
984,-82,-148
914,23,-113
1043,-70,-109
988,-82,-137
988,20,-133
988,-35,-90
930,-59,-133
961,8,-141
1027,-27,-109
957,-94,-137
957,55,-125
977,20,-148
961,90,-133
992,74,-105
945,74,-145
965,43,-125
961,-31,-141
1027,23,-129
1008,-86,-113
934,35,-117
1047,78,-117
992,-4,-145
934,63,-98
961,16,-105
977,55,-145
1055,66,-86
977,12,-129
1008,20,-125
965,70,-125
1004,55,-105
1020,-90,-148
992,51,-141
1027,-8,-86
949,-121,-121
980,23,-137
996,-27,-90
1000,-94,-105
961,27,-137
1086,-4,-121
996,-102,-129
1023,-51,-86
1008,47,-113
988,-113,-145
934,27,-86
1047,-31,-109
988,-94,-121
984,35,-137
1020,12,-82
977,74,-141
1023,-4,-121
973,-105,-137
949,63,-129
1012,-59,-121
1000,-4,-148
973,66,-125
1023,-8,-90
1012,-90,-148
969,59,-152
1031,8,-86
957,82,-129
1027,51,-113
934,94,-117
1035,82,-102
980,-59,-148
930,74,-121
1020,-66,-129
992,-63,-133
1000,86,-145
984,-59,-90
914,-63,-117
969,-47,-125
1043,74,-121
969,-78,-141
945,43,-109
1008,-31,-133
969,-82,-133
980,12,-113
1012,-35,-113
961,-35,-152
992,16,-141
1012,-43,-94
969,-82,-129
992,51,-148
949,43,-129
945,90,-121
1051,-74,-125
992,-55,-137
1023,94,-117
984,-78,-105
980,-63,-148
961,82,-133
996,-59,-125
996,-59,-125
992,4,-141
996,-66,-90
906,-70,-105
1008,-63,-137
1039,82,-121
977,-74,-141
957,23,-117
1023,-66,-125
984,-66,-145
977,12,-117
1000,-55,-113
1008,-39,-145
988,23,-145
1000,-59,-98
969,-70,-133
984,43,-141
953,-4,-125
945,-90,-137
969,20,-125
1012,-39,-113
926,82,-133
1043,98,-94
977,-51,-152
977,78,-145
977,-59,-117
996,-51,-125
992,12,-133
984,-78,-105
918,-55,-94
1055,-66,-133
1043,86,-113
984,-55,-148
973,12,-121
1027,-74,-125
992,-51,-145
980,12,-129
980,-74,-109
1008,-55,-133
977,4,-148
992,-78,-102
961,-51,-137
996,31,-133
984,-35,-125
945,-66,-141
973,16,-113
992,-59,-125
949,63,-137
1031,90,-94
969,-31,-141
996,70,-152
945,-70,-117
1000,-43,-117
996,20,-121
980,-94,-117
922,-35,-90
1047,-35,-121
1043,82,-109
988,-35,-152
969,20,-117
1023,-82,-129
996,-51,-137
988,12,-117
969,-86,-102
988,-43,-125
996,-20,-145
1039,86,-98
961,-35,-137
988,27,-129
1023,-66,-129
949,70,-141
1047,82,-94
1004,4,-141
969,27,-98
965,-105,-125
969,66,-137
1023,63,-78
969,31,-137
1047,27,-121
977,66,-141
996,59,-102
1004,-66,-148
980,31,-125
1023,-4,-90
977,-94,-125
1020,55,-133
1043,20,-109
961,86,-121
1012,-47,-109
945,-63,-141
934,55,-117
1016,-39,-98
992,-94,-156
965,59,-137
938,-4,-109
969,-102,-133
980,27,-133
992,-20,-82
941,-39,-141
969,20,-105
1031,-27,-109
961,-94,-137
926,59,-90
945,47,-137
980,86,-145
977,78,-94
934,78,-133
1008,98,-133
973,-35,-133
988,16,-121
1031,-109,-117
934,43,-137
1047,16,-117
992,12,-121
984,51,-129
910,-4,-129
953,51,-137
1066,43,-102
922,23,-94
1039,12,-117
988,78,-141
1020,63,-109
988,-90,-129
1039,66,-129
1020,-16,-113
969,-109,-133
977,63,-121
1012,-47,-109
1012,-82,-141
973,23,-133
1008,-16,-102
996,-105,-129
1047,-43,-137
1008,63,-105
953,-102,-137
992,20,-117
1012,-39,-86
973,-105,-125
961,27,-129
1051,-16,-109
961,-105,-109
957,-39,-117
1012,51,-117
973,-113,-145
902,31,-74
1043,-55,-102
984,78,-141
1031,70,-113
961,-63,-133
977,55,-133
1016,-31,-102
977,-90,-141
961,74,-117
988,-63,-109
1027,-27,-141
977,8,-137
1016,-35,-94
1023,-86,-152
1016,35,-141
1023,-23,-90
953,-105,-125
984,16,-133
980,-35,-98
1008,-94,-109
965,23,-113
1074,-27,-129
934,-90,-137
1027,-47,-82
1016,66,-105
980,-105,-141
957,23,-98
1008,-31,-98
980,66,-129
1043,78,-109
945,-55,-125
988,78,-137
1020,-35,-109
988,-86,-145
949,23,-121
1039,-82,-82
969,20,-168
1043,20,-129
973,-51,-86
988,55,-141
1090,-4,-109
969,-63,-129
953,78,-117
992,59,-109
926,90,-137
1047,86,-94
977,-23,-145
973,74,-141
973,-63,-121
1004,-47,-125
996,12,-129
973,-90,-109
918,-47,-94
1047,-66,-137
1047,86,-105
988,-35,-148
973,16,-102
1035,-86,-133
961,-39,-137
984,8,-129
980,-82,-105
1000,-51,-125
992,-12,-145
1039,90,-102
961,-43,-133
988,31,-133
1004,-63,-129
945,78,-141
1043,82,-102
1008,4,-137
977,31,-98
973,31,-113
1016,43,-125
934,-94,-94
953,39,-137
1043,39,-105
980,63,-141
984,55,-94
953,-70,-145
973,27,-133
1031,4,-86
961,70,-129
1055,-59,-109
992,-86,-137
973,74,-117
1016,-39,-109
957,-78,-137
992,94,-141
1020,-35,-94
984,-90,-152
984,66,-129
988,-43,-90
980,-102,-125
980,20,-133
1020,-23,-102
918,-66,-125
961,0,-102
1027,-12,-105
984,-102,-141
898,47,-82
992,-35,-94
992,-102,-148
980,27,-129
996,-4,-86
973,-59,-133
973,16,-133
1023,8,-90
949,70,-117
988,-59,-98
1012,-66,-141
973,78,-121
1008,-43,-105
1012,-86,-145
1059,86,-133
1016,-39,-90
949,-94,-137
996,16,-141
1000,-43,-98
984,-102,-113
961,23,-125
1070,-39,-129
969,-90,-121
1008,-63,-125
1020,63,-98
980,-98,-156
930,20,-82
1039,-55,-109
980,-90,-133
988,20,-125
1004,-27,-86
977,-98,-109
996,-66,-121
1027,59,-133
953,-105,-137
949,39,-113
1035,-39,-121
965,82,-137
1016,74,-102
1016,-66,-148
965,66,-141
1012,-39,-94
961,-86,-129
992,20,-133
969,-51,-105
1012,-27,-109
969,20,-129
1066,-43,-137
1008,-70,-137
1000,0,-105
1012,-39,-98
969,-98,-145
977,27,-113
977,-43,-109
969,-82,-113
973,16,-133
1008,-31,-102
918,-94,-86
1055,-39,-102
1031,66,-125
961,82,-152
1027,94,-98
953,23,-148
988,16,-117
980,-66,-105
980,47,-133
1062,20,-117
949,-31,-137
980,20,-117
988,-70,-133
953,20,-145
1039,82,-82
969,16,-145
1016,43,-121
984,-66,-133
957,23,-125
1062,59,-105
965,47,-133
1008,-31,-90
1035,-66,-113
980,51,-145
1020,20,-105
930,59,-137
992,63,-137
973,-105,-133
980,12,-117
1074,-43,-105
1023,-23,-129
961,23,-117
1012,-16,-90
1000,-74,-141
969,31,-109
1012,-8,-94
957,82,-141
1059,59,-117
930,-27,-133
969,-23,-98
1031,74,-109
980,-78,-145
918,51,-86
930,27,-141
977,90,-141
1043,78,-90
926,-47,-133
1062,-20,-125
1043,90,-102
957,74,-133
1055,78,-109
969,35,-141
984,39,-113
980,-105,-117
984,47,-129
1016,12,-94
953,8,-133
1062,39,-125
941,47,-109
1000,39,-102
992,-105,-145
980,31,-141
1000,0,-90
980,51,-133
1020,-43,-121
973,-90,-133
945,78,-121
984,-59,-117
1023,-51,-145
980,78,-133
1008,-27,-121
1008,-90,-148
1016,55,-141
1000,-27,-86
957,-105,-137
977,20,-129
992,-31,-94
992,-94,-113
965,20,-125
1078,-27,-121
992,-94,-129
1020,-59,-90
1023,63,-109
980,-105,-152
938,20,-94
1027,-43,-113
980,-102,-125
1039,-8,-117
1000,-105,-102
984,0,-121
1035,4,-98
965,35,-137
1004,105,-98
973,-94,-148
941,47,-121
1020,-31,-105
961,-90,-137
969,20,-145
1004,16,-109
977,63,-133
980,-63,-63
1035,-12,-117
965,66,-133
1027,-66,-121
953,35,-152
1039,4,-133
961,-8,-109
961,59,-129
1039,102,-105
945,-20,-121
1000,39,-117
984,-105,-109
980,39,-148
1051,23,-74
1012,4,-141
984,51,-121
941,20,-121
996,86,-117
988,-117,-133
949,43,-145
1000,59,-102
980,63,-137
996,86,-102
1055,16,-156
1016,98,-121
996,-47,-141
965,51,-121
1016,-70,-102
988,-63,-145
961,31,-94
1016,-43,-133
984,-74,-133
969,59,-125
1031,-63,-129
973,-74,-133
984,66,-133
1043,-78,-90
1016,-55,-113
965,8,-137
996,-47,-90
1016,-43,-148
965,12,-129
1012,-51,-94
1027,-86,-148
1004,-59,-113
1008,98,-102
1020,-78,-168
996,39,-129
1023,-23,-105
977,-102,-145
949,12,-117
1035,-59,-121
969,-90,-141
957,16,-137
1078,-27,-102
1020,-16,-148
957,4,-137
1062,-8,-117
957,63,-109
1012,105,-105
988,-90,-141
965,8,-117
1012,-47,-129
992,-82,-137
973,4,-129
1082,-55,-109
934,39,-148
1023,4,-129
1016,-43,-152
918,59,-129
1012,102,-109
977,63,-148
1027,82,-82
977,55,-145
980,23,-121
980,20,-113
1039,74,-121
1000,-78,-109
957,20,-133
1043,27,-90
1008,51,-137
1012,74,-129
977,-121,-141
949,4,-121
1043,-43,-109
973,63,-137
1012,90,-109
1020,-94,-129
1020,102,-145
1020,-35,-98
1012,-98,-148
949,27,-133
965,59,-121
980,70,-125
1039,98,-102
988,-55,-113
957,-4,-148
1031,109,-109
941,63,-129
1039,39,-82
1023,-31,-137
973,63,-121
1000,-90,-98
961,-4,-141
961,-39,-86
1035,105,-94
1031,-31,-164
1004,66,-113
1008,-27,-105
992,-47,-145
984,23,-141
988,-98,-63
945,55,-145
1055,102,-141
980,0,-125
1004,82,-137
1016,8,-141
992,39,-121
988,-98,-129
965,12,-141
1008,-4,-117
977,-117,-125
1000,20,-148
1066,66,-129
1035,23,-90
1004,74,-121
996,-105,-137
887,31,-98
949,20,-125
996,74,-141
1020,102,-102
926,51,-125
984,82,-133
984,-47,-137
977,74,-121
1059,-94,-109
977,20,-129
973,8,-121
1008,-20,-98
984,31,-133
1020,23,-86
945,-23,-137
996,27,-129
980,-78,-109
984,55,-141
1016,90,-94
1000,16,-141
984,51,-98
1004,35,-109
1008,86,-129
988,-105,-137
945,55,-125
1023,-59,-121
988,12,-148
965,16,-137
973,-82,-86
992,31,-148
1066,23,-109
961,-90,-133
961,12,-137
1020,-27,-105
961,-51,-137
945,-16,-133
1000,86,-105
1012,63,-152
1051,98,-113
953,39,-121
957,0,-129
1000,-23,-121
922,31,-90
1012,35,-102
973,-39,-141
992,16,-145
977,-90,-105
969,-47,-105
1047,-82,-90
1039,105,-105
957,51,-145
1023,86,-86
984,31,-141
996,31,-133
980,35,-105
1000,59,-121
996,-78,-145
973,-8,-125
984,43,-113
977,-109,-121
953,12,-137
1070,-47,-109
1000,-94,-125
957,20,-129
1035,31,-78
945,55,-145
961,23,-121
965,66,-125
1055,98,-133
1004,-74,-129
1000,74,-109
1020,-43,-94
977,-94,-137
1016,59,-168
996,-66,-86
926,20,-125
1027,0,-129
1008,-55,-105
969,70,-129
1020,47,-86
961,23,-121
1059,113,-105
992,-8,-137
961,31,-86
914,-4,-137
1012,-12,-137
1000,70,-141
965,-98,-109
926,-35,-78
1047,-27,-129
1031,105,-105
1023,-23,-148
977,27,-137
949,-113,-90
953,43,-133
1055,90,-137
1008,20,-145
973,47,-98
984,-86,-113
949,-4,-105
1012,43,-133
988,-125,-121
949,12,-113
1027,-16,-90
1000,-23,-117
977,20,-141
1051,47,-86
977,20,-117
1059,63,-105
988,55,-121
1020,90,-109
961,-74,-125
992,59,-117
969,31,-152
969,78,-125
992,98,-98
969,31,-141
1012,39,-105
1016,-27,-137
980,63,-125
984,-102,-117
1027,-20,-152
973,51,-145
1016,-74,-121
992,-23,-129
977,27,-121
1023,-90,-125
988,12,-152
1027,90,-152
992,20,-125
992,51,-117
1043,-109,-137
934,59,-129
1035,55,-86
973,43,-121
1035,66,-125
961,78,-125
996,-8,-105
1039,16,-90
957,16,-109
1020,-39,-109
961,-94,-137
1039,-35,-125
1020,98,-105
969,-105,-117
969,20,-133
1086,-63,-105
1039,-47,-148
980,4,-137
1020,-20,-86
977,-94,-125
980,8,-137
1012,-39,-117
1004,-4,-137
977,-4,-125
1000,78,-98
984,59,-133
1043,35,-90
1035,-27,-137
977,78,-137
992,-59,-94
965,-55,-133
1023,43,-125
969,20,-152
973,70,-133
1020,98,-90
973,-20,-133
1035,55,-129
969,23,-160
969,55,-133
977,-105,-86
973,12,-129
1055,55,-125
1023,12,-152
1000,55,-121
965,-109,-117
973,43,-133
1008,-23,-117
984,20,-164
969,23,-137
965,-98,-78
961,66,-133
1078,78,-113
1012,27,-164
1027,82,-129
965,-74,-129
949,74,-117
992,-70,-105
973,47,-164
973,4,-141
973,-43,-86
934,78,-109
1086,78,-102
973,51,-176
1047,94,-141
969,-8,-125
934,63,-105
969,74,-98
1051,-39,-117
996,23,-137
977,-102,-109
922,55,-105
1082,63,-94
961,63,-145
1039,47,-125
973,43,-129
977,70,-98
992,-121,-113
1039,-4,-137
1004,74,-133
1004,-113,-141
941,27,-125
1031,31,-94
992,51,-133
1023,125,-125
984,66,-133
1000,105,-82
1004,-74,-121
965,43,-125
1012,-47,-98
1020,-70,-152
973,0,-133
984,-35,-86
918,-78,-102
1031,-12,-117
1004,102,-105
996,-90,-152
992,16,-141
961,-16,-63
992,-35,-137
949,-55,-121
1000,94,-105
992,70,-133
1035,98,-113
938,-47,-129
1023,98,-117
996,-55,-90
969,-78,-133
1023,63,-152
1027,-51,-105
969,-35,-137
953,-51,-137
1020,94,-102
949,-86,-121
977,12,-125
1070,-66,-102
1031,-43,-148
996,0,-145
1023,-12,-94
969,-90,-129
953,4,-129
1031,-66,-82
1043,-31,-148
973,-4,-133
1023,70,-125
957,-113,-133
941,4,-113
984,-35,-90
1070,-12,-141
961,12,-137
1062,12,-98
941,66,-129
984,-74,-66
988,-43,-137
957,0,-109
1051,-20,-102
1016,-105,-152
957,12,-156
992,-55,-94
922,0,-137
1004,4,-117
988,-78,-152
1027,59,-164
1027,109,-117
957,86,-113
1016,109,-86
969,-55,-137
1039,20,-148
1027,-66,-121
980,-20,-137
969,-55,-133
1027,105,-98
957,-66,-121
977,16,-129
1070,-86,-105
1016,-27,-148
996,4,-152
1012,-47,-105
953,-78,-133
941,20,-117
1066,-82,-94
969,-51,-133
961,27,-137
1043,-35,-109
957,70,-148
996,98,-82
969,-8,-141
1004,94,-137
1020,-74,-125
1020,-66,-148
973,20,-145
957,-59,-66
977,-4,-137
941,-23,-94
1008,102,-94
977,-70,-145
1039,0,-164
1035,-66,-113
988,-27,-125
941,-16,-125
1020,102,-102
961,-66,-129
988,12,-137
1066,-82,-105
941,-31,-152
992,0,-141
1012,-51,-102
945,-78,-129
938,12,-113
1062,-74,-94
961,98,-137
1027,98,-109
1012,-43,-148
957,66,-121
1008,-66,-102
953,-12,-137
1059,-86,-121
1016,109,-105
1016,-63,-156
988,20,-148
949,-51,-78
945,-12,-148
984,-63,-94
1012,109,-90
969,-55,-137
1031,16,-164
1023,-55,-117
949,-23,-133
1035,-66,-105
1035,102,-109
938,-74,-117
980,16,-121
1055,-59,-129
984,43,-148
1020,121,-125
996,-35,-141
957,70,-113
992,-78,-78
988,-51,-129
1008,39,-125
1020,-78,-109
1023,-31,-156
988,8,-152
961,-66,-90
922,-55,-70
980,39,-141
1000,-70,-105
977,-43,-137
1012,8,-148
1000,-63,-117
980,-59,-125
965,47,-105
1008,-70,-98
938,-51,-125
973,8,-125
1012,-78,-113
941,-74,-137
957,43,-117
1031,-55,-133
961,66,-141
1020,90,-86
1000,-12,-137
996,55,-156
992,16,-160
949,43,-133
1043,82,-90
953,31,-113
1059,-20,-141
1012,-82,-129
961,-8,-109
1023,35,-141
988,-117,-133
934,31,-129
1020,-12,-47
1023,-78,-129
934,8,-105
1047,66,-102
1012,35,-152
984,59,-98
1012,51,-121
949,82,-117
977,-98,-137
984,59,-129
1043,-23,-113
992,-86,-125
938,43,-129
1016,12,-90
949,74,-109
1039,90,-117
973,-43,-148
996,27,-121
949,8,-141
965,63,-125
965,-86,-86
988,-31,-141
996,39,-148
1035,-74,-129
1051,12,-137
988,4,-137
977,0,-82
996,31,-117
961,-117,-105
1031,43,-133
1043,74,-105
992,31,-129
965,59,-94
957,-98,-125
953,23,-125
1004,109,-113
984,59,-148
1020,0,-117
965,43,-105
1016,63,-82
977,27,-141
1055,102,-145
996,-55,-145
949,70,-117
961,105,-66
961,82,-133
1023,98,-102
1031,-27,-148
1004,39,-145
938,-70,-78
938,0,-141
980,-51,-98
977,-98,-117
969,-16,-129
1016,27,-164
1008,-78,-125
977,-8,-148
1051,-12,-121
1031,109,-121
941,-27,-133
965,16,-121
1020,-74,-125
973,70,-121
1000,16,-129
1004,4,-148
988,23,-113
957,-109,-98
926,31,-125
1031,4,-94
969,-16,-113
1027,47,-137
984,-121,-129
926,35,-125
1023,-20,-55
1016,-70,-133
941,8,-86
1047,51,-98
1004,51,-145
996,66,-102
1012,-82,-121
1020,-43,-82
988,86,-102
965,66,-121
1090,90,-145
1012,-66,-137
934,70,-137
1023,51,-105
949,74,-109
1020,94,-98
988,-35,-141
1008,47,-152
1008,-70,-129
984,-59,-137
973,8,-133
984,-70,-94
973,55,-117
1066,47,-82
965,66,-164
992,27,-141
973,20,-113
961,43,-102
1027,-113,-117
938,16,-133
1027,78,-109
1023,51,-145
996,66,-113
977,-82,-121
980,39,-129
957,-20,-109
988,-94,-125
965,16,-145
1070,20,-113
957,47,-105
1004,-39,-98
965,12,-125
945,12,-117
1008,-20,-90
1031,63,-172
1012,102,-113
941,-31,-129
941,4,-129
984,-55,-78
969,-74,-129
988,16,-137
1090,-66,-113
953,66,-148
1027,109,-121
984,-47,-145
957,78,-117
1008,-66,-113
980,-74,-125
992,31,-133
1027,-59,-109
1027,-63,-160
977,4,-148
977,-63,-86
934,-66,-70
973,39,-137
1004,-31,-94
973,-74,-125
1000,4,-145
1070,-59,-137
930,-66,-137
957,23,-113
992,51,-125
953,66,-109
1020,98,-90
977,51,-141
1047,43,-86
949,86,-152
1023,35,-129
961,27,-125
1012,51,-129
1020,-121,-121
938,55,-141
1043,55,-109
980,59,-129
988,66,-109
1004,39,-133
996,59,-98
1051,-16,-141
973,63,-141
992,-35,-86
949,-86,-121
941,16,-113
1008,-51,-98
941,35,-148
1055,4,-141
1004,-66,-148
961,70,-129
953,117,-66
938,94,-145
1012,105,-94
1012,-31,-145
1012,66,-141
969,-70,-90
941,-35,-113
1012,-8,-121
980,129,-105
965,-39,-125
973,8,-117
1000,-74,-125
1012,-55,-137
961,43,-121
1035,-47,-129
1008,-51,-145
953,8,-121
965,-82,-90
934,-47,-133
965,27,-109
992,31,-125
988,63,-141
980,-113,-102
953,4,-121
953,66,-98
941,-82,-129
938,16,-125
1066,86,-102
1008,20,-145
965,55,-98
1023,43,-133
949,66,-113
961,-113,-133
980,20,-148
1062,-4,-117
930,-94,-133
930,39,-113
1004,86,-102
953,66,-113
1039,78,-98
996,55,-133
1023,51,-90
965,55,-156
1016,16,-129
965,-20,-133
969,63,-129
1023,98,-121
938,74,-141
1047,86,-105
980,23,-129
980,39,-113
